iter	RMSE
234	0.9549730961
235	0.9548747841
236	0.9547608188
237	0.9546652709
238	0.9545718569
239	0.9544752796
240	0.9543663198
241	0.954253764
242	0.9541560518
243	0.9540625878
244	0.9539652849
245	0.9538808415
246	0.9537833975
247	0.9536852693
248	0.9535972456
249	0.9535049224
250	0.9534035159
251	0.9533065443
252	0.9532103907
253	0.9530896945
254	0.9529897467
255	0.9528861689
256	0.9527786533
257	0.9526832441
258	0.9525841128
259	0.9524733717
260	0.9523857271
261	0.9522826975
262	0.9521710311
263	0.9520908185
264	0.9519824762
265	0.9518851449
266	0.9517842722
267	0.9516922337
268	0.9515914327
269	0.9514885321
270	0.951374622
271	0.9512682568
272	0.9511801631
273	0.9510653248
274	0.9509600622
275	0.9508557101
276	0.9507472578
277	0.9506531205
278	0.9505583589
279	0.9504617428
280	0.9503614879
281	0.9502844443
282	0.950203488
283	0.9500980068
284	0.9499952521
285	0.9499036865
286	0.9497967872
287	0.9496964929
288	0.9496027747
289	0.9495061229
290	0.949420544
291	0.9493146988
292	0.9492288871
293	0.9491149214
294	0.9490217309
295	0.9489175968
296	0.9488275598
297	0.9487292579
298	0.9486367998
299	0.948537184
300	0.9484528428
301	0.9483802978
302	0.9482905797
303	0.9481978014
304	0.9481055073
305	0.9480051573
306	0.9479331639
307	0.9478475355
308	0.9477581678
309	0.9476598475
310	0.9475749656
311	0.9474767496
312	0.9473781533
313	0.947280102
314	0.9471723821
315	0.9470787536
316	0.9470013812
317	0.9469022415
318	0.9468071354
319	0.946727024
320	0.9466287819
321	0.9465322896
322	0.9464357875
323	0.9463368665
324	0.9462436804
325	0.9461367384
326	0.9460240067
327	0.9459192954
328	0.9458328049
329	0.9457352116
330	0.9456557202
331	0.9455608288
332	0.9454746146
333	0.9453881452
334	0.9452979266
335	0.945208287
336	0.9450998979
337	0.9450068373
338	0.9449273466
339	0.9448604702
340	0.9447792038
341	0.9446995702
342	0.9445970328
343	0.9445011375
344	0.9444102772
345	0.9443412595
346	0.9442382189
347	0.9441474261
348	0.9440507422
349	0.9439510139
350	0.9438626708
351	0.943782774
352	0.943689088
353	0.9436082782
354	0.9435125923
355	0.9434183527
356	0.9433229263
357	0.9432240817
358	0.9431248239
359	0.9430491416
360	0.9429619229
361	0.9428489356
362	0.9427424456
363	0.9426472918
364	0.9425664238
365	0.9424636233
366	0.9423929434
367	0.9423064083
368	0.9422306913
369	0.9421308014
370	0.9420375096
371	0.9419355202
372	0.94184795
373	0.9417716997
374	0.9416678192
375	0.9415743573
376	0.9414708896
377	0.9413711985
378	0.941283638
379	0.9411971251
380	0.9410968149
381	0.9409929221
382	0.94088675
383	0.9408052336
384	0.9407157251
385	0.9406295329
386	0.9405281988
387	0.9404346236
388	0.9403263371
389	0.9402496524
390	0.9401447333
391	0.9400543535
392	0.9399577772
393	0.9398671306
394	0.9397658076
395	0.9396678019
396	0.9395797094
397	0.9394895552
398	0.9393918318
399	0.9392962453
400	0.9391992176
401	0.9390966398
402	0.9390105169
403	0.9389081987
404	0.9388188207
405	0.9387342913
406	0.9386470453
407	0.9385449677
408	0.9384483606
409	0.9383645143
410	0.9382824672
411	0.9381778576
412	0.9381013713
413	0.9380187091
414	0.9379224218
415	0.937833355
416	0.9377557496
417	0.9376594976
418	0.9375763601
419	0.9374827085
420	0.9374029227
421	0.9373037968
422	0.9372096502
423	0.9371055759
424	0.9370130626
425	0.9369205714
426	0.9368261679
427	0.9367438925
428	0.9366486911
429	0.9365494853
430	0.9364671232
431	0.9363708011
432	0.9362907645
433	0.9361780648
434	0.9361048809
435	0.936043588
436	0.9359545297
437	0.9358652756
438	0.9357797923
439	0.935705234
440	0.9356140193
441	0.9355252013
442	0.9354312194
443	0.9353417279
444	0.9352588844
445	0.9351770961
446	0.9350737958
447	0.9349936794
448	0.9349034582
449	0.9348273293
450	0.9347343091
451	0.9346687048
452	0.934590993
453	0.9345090212
454	0.9344357378
455	0.9343576938
456	0.934292063
457	0.9342246443
458	0.9341279033
459	0.9340375359
460	0.9339511968
461	0.9338603741
462	0.9337729231
463	0.9336937907
464	0.9335969321
465	0.9334991241
466	0.9334162423
467	0.9333202317
468	0.9332185424
469	0.9331290266
470	0.9330447336
471	0.9329452073
472	0.9328466416
473	0.9327515438
474	0.9326698177
475	0.9325853892
476	0.9324936185
477	0.9324045033
478	0.9323032784
479	0.9322158695
480	0.932116725
481	0.9320444765
482	0.9319670477
483	0.9318867583
484	0.9318351938
485	0.9317375146
486	0.9316569858
487	0.9315624254
488	0.9314738487
489	0.9313883075
490	0.9313032607
491	0.931209606
492	0.931118767
493	0.9310250624
494	0.9309572187
495	0.9308561818
496	0.9307572694
497	0.9306950904
498	0.9306122101
499	0.9305386826
500	0.9304456421
501	0.9303563935
502	0.9302829086
503	0.9301957497
504	0.9301082056
505	0.9300150277
506	0.9299286923
507	0.9298476611
508	0.9297553687
509	0.9296651422
510	0.9295877038
511	0.9295216419
512	0.929429726
513	0.9293392791
514	0.9292475024
515	0.9291884939
516	0.929096136
517	0.9289980429
518	0.9288992787
519	0.9288145074
520	0.9287199723
521	0.9286332962
522	0.9285417645
523	0.9284471387
524	0.9283622946
525	0.9282691934
526	0.9281792002
527	0.9280767272
528	0.9279794082
529	0.927888694
530	0.9277945371
531	0.9277239683
532	0.9276419568
533	0.9275466405
534	0.9274660945
535	0.9273640154
536	0.9272692064
537	0.927181512
538	0.9270915394
539	0.9269919099
540	0.926912514
541	0.9268404904
542	0.926746164
543	0.9266611011
544	0.926564706
545	0.9264694681
546	0.9263764921
547	0.9262930361
548	0.9261914273
549	0.9260921429
550	0.9260044001
551	0.9259115353
552	0.9258185032
553	0.9257201891
554	0.9256243591
555	0.9255390353
556	0.9254449867
557	0.9253609097
558	0.9252793522
559	0.9252155415
560	0.9251193433
561	0.9250388071
562	0.9249436965
563	0.9248549915
564	0.9247668786
565	0.9246782515
566	0.9245912597
567	0.924513839
568	0.9244423874
569	0.9243535711
570	0.924269458
571	0.9241712322
572	0.9240779617
573	0.9239848399
574	0.9238877227
575	0.9237970813
576	0.9237060829
577	0.9236110249
578	0.9235225084
579	0.9234341417
580	0.9233539334
581	0.9232723251
582	0.9231915329
583	0.9230879045
584	0.9230118143
585	0.9229162098
586	0.9228258214
587	0.9227346639
588	0.9226543313
589	0.92256265
590	0.9224718783
591	0.9223924102
592	0.9223291286
593	0.9222607404
594	0.9221768168
595	0.9221094949
596	0.9220282837
597	0.9219433879
598	0.9218503676
599	0.9217529938
600	0.9216597957
601	0.9215844122
602	0.9214970649
603	0.9214093287
604	0.921326533
605	0.9212448087
606	0.921159682
607	0.9210709617
608	0.9209883578
609	0.9209261223
610	0.9208400139
611	0.9207578654
612	0.9206662492
613	0.9205812595
614	0.9204922611
615	0.9203899802
616	0.9203003917
617	0.9202131766
618	0.920121252
619	0.9200486651
620	0.9199687335
621	0.9198832345
622	0.9198237205
623	0.9197466612
624	0.9196589487
625	0.9195716092
626	0.9194957366
627	0.9194145489
628	0.9193181252
629	0.9192493539
630	0.9191616258
631	0.9190829844
632	0.9189927278
633	0.918893747
634	0.9188310834
635	0.91874217
636	0.9186550615
637	0.9185613264
638	0.9184699047
639	0.9183794287
640	0.9182974103
641	0.9182016014
642	0.9181365348
643	0.918082638
644	0.9179907548
645	0.9179028108
646	0.9178220235
647	0.9177345729
648	0.9176581026
649	0.9175831229
650	0.9174960637
651	0.9174132972
652	0.917341898
653	0.917253828
654	0.9171530662
655	0.9170687708
656	0.9169918943
657	0.9169048427
658	0.916822756
659	0.9167647331
660	0.9166816455
661	0.9165965733
662	0.9165357936
663	0.9164507079
664	0.9163669539
665	0.9162751857
666	0.9161940316
667	0.9161227606
668	0.9160479744
669	0.9159648537
670	0.9158755982
671	0.9157875788
672	0.9157051686
673	0.915621889
674	0.915539847
675	0.9154636084
676	0.9153688759
677	0.9152805522
678	0.9152023119
679	0.9151075524
680	0.9150353983
681	0.9149423145
682	0.9148626716
683	0.9147901147
684	0.9146975173
685	0.9146427468
686	0.9145509335
687	0.9144653435
688	0.9143692609
689	0.9142956419
690	0.9142098362
691	0.9141163487
692	0.9140312936
693	0.9139549931
694	0.9138657012
695	0.9137772643
696	0.9136854599
697	0.9136038838
698	0.91351171
699	0.9134211909
700	0.9133411593
701	0.9132437743
702	0.9131627989
703	0.9130702605
704	0.9129960566
705	0.9129120497
706	0.9128360078
707	0.9127827908
708	0.912703856
709	0.9126162993
710	0.9125512828
711	0.9124608606
712	0.9123832114
713	0.9123048188
714	0.9122163266
715	0.9121290756
716	0.9120491549
717	0.9119599649
718	0.9118753177
719	0.9117975225
720	0.9117193039
721	0.9116449579
722	0.9115657643
723	0.9114840627
724	0.9114206971
725	0.9113384693
726	0.9112470287
727	0.9111711045
728	0.9110894957
729	0.9109962655
730	0.9109162454
731	0.9108183123
732	0.9107360301
733	0.9106594214
734	0.9105684262
735	0.9104860572
736	0.9104183524
737	0.9103268193
738	0.9102361119
739	0.9101539698
740	0.9100821937
741	0.9099911086
742	0.9099000143
743	0.9098230782
744	0.9097420233
745	0.9096892678
746	0.909613085
747	0.90953169
748	0.9094415782
749	0.9093568251
750	0.9092611028
751	0.909172893
752	0.9090873754
753	0.9089987951
754	0.9089390186
755	0.9088522248
756	0.9087652297
757	0.9086777438
758	0.9085876116
759	0.9085250736
760	0.9084462836
761	0.9083504975
762	0.908284146
763	0.9082079097
764	0.9081387799
765	0.9080540983
766	0.9079743662
767	0.907907633
768	0.9078103091
769	0.9077299438
770	0.9076360464
771	0.9075559233
772	0.9074645846
773	0.9073688882
774	0.9072871951
775	0.9071966026
776	0.9071163441
777	0.9070365939
778	0.9069535497
779	0.9068889008
780	0.9068188646
781	0.9067413769
782	0.9066527609
783	0.9065801917
784	0.9065201268
785	0.9064282001
786	0.9063420043
787	0.9062573161
788	0.9061704911
789	0.9060803676
790	0.9060105593
791	0.9059245173
792	0.9058306587
793	0.9057360804
794	0.9056656001
795	0.9055782989
796	0.9054986715
797	0.9054308197
798	0.905350792
799	0.905272533
800	0.9051852584
801	0.9050987828
802	0.9050198237
803	0.9049514516
804	0.9048615943
805	0.9047911104
806	0.9046996219
807	0.9046201757
808	0.9045375235
809	0.9044422283
810	0.904349444
811	0.9042778213
812	0.9041883496
813	0.9041010027
814	0.9040232497
815	0.9039232765
816	0.9038388467
817	0.9037873636
818	0.9037068023
819	0.9036300181
820	0.9035477606
821	0.9034545609
822	0.9033764288
823	0.9033053437
824	0.9032147078
825	0.9031469757
826	0.903069885
827	0.9029858286
828	0.9029041922
829	0.9028218362
830	0.9027235107
831	0.9026371878
832	0.9025574952
833	0.9024830746
834	0.9023989312
835	0.902311897
836	0.9022187316
837	0.9021307728
838	0.9020455596
839	0.9019587181
840	0.9019024611
841	0.9018203378
842	0.901755418
843	0.9016726005
844	0.9015904238
845	0.9014997127
846	0.9014181039
847	0.9013291914
848	0.9012432538
849	0.9011513726
850	0.9010622392
851	0.90098643
852	0.9008941982
853	0.9008152599
854	0.9007342705
855	0.9006934485
856	0.9006286423
857	0.9005412423
858	0.9004568849
859	0.9003733312
860	0.9002740564
861	0.9001962327
862	0.9001306438
863	0.9000528077
864	0.8999711001
865	0.8998874363
866	0.8998044469
867	0.8997194357
868	0.8996335718
869	0.8995491618
870	0.8994658812
871	0.899395527
872	0.8993164897
873	0.8992430685
874	0.8991602147
875	0.8990718591
876	0.8989774476
877	0.8989115422
878	0.8988223818
879	0.8987335378
880	0.898687714
881	0.8985995397
882	0.898525572
883	0.8984621709
884	0.8983756337
885	0.8982933831
886	0.8982173076
887	0.8981473112
888	0.8980631846
889	0.8979764788
890	0.8978957541
891	0.8978046697
892	0.897716018
893	0.8976504759
894	0.8975584222
895	0.8974845967
896	0.8973946757
897	0.8973117489
898	0.8972162726
899	0.8971266505
900	0.8970413203
901	0.896959925
902	0.8968761758
903	0.8967991328
904	0.8967401075
905	0.8966652693
906	0.896592283
907	0.896538982
908	0.8964519005
909	0.896370419
910	0.8962889301
911	0.8962076294
912	0.8961420748
913	0.8960673824
914	0.8959772865
915	0.8959092356
916	0.8958360246
917	0.8957619266
918	0.8956816876
919	0.8956187052
920	0.8955321544
921	0.8954479453
922	0.8953664377
923	0.8952910276
924	0.8952048695
925	0.8951235684
926	0.8950420966
927	0.894952714
928	0.8948729904
929	0.894797506
930	0.8947200879
931	0.8946299871
932	0.8945784641
933	0.8945001122
934	0.8944095643
935	0.8943435511
936	0.89426276
937	0.8941825499
938	0.8941062554
939	0.8940198851
940	0.8939429555
941	0.8938684716
942	0.8938147139
943	0.8937421815
944	0.8936684986
945	0.8935875156
946	0.8935088151
947	0.8934235647
948	0.8933535525
949	0.8932716903
950	0.8931954489
951	0.8931073214
952	0.8930473649
953	0.8929549022
954	0.8928845587
955	0.8927906714
956	0.8927134067
957	0.8926234635
958	0.8925355415
959	0.892441159
960	0.8923485353
961	0.8922683497
962	0.8921911053
963	0.8921085138
964	0.8920288309
965	0.8919431114
966	0.8918552862
967	0.8917627327
968	0.8916920985
969	0.8916206064
970	0.8915425518
971	0.8914655723
972	0.891376618
973	0.8913105769
974	0.8912184916
975	0.891139877
976	0.8910585002
977	0.8909790186
978	0.8908868334
979	0.8908024805
980	0.8907517533
