iter	RMSE
190	0.9710419293
191	0.9709570296
192	0.9708747107
193	0.9707933507
194	0.9707134907
195	0.9706316922
196	0.9705540216
197	0.9704720163
198	0.9703852115
199	0.9703012207
200	0.9702196966
201	0.9701372378
202	0.9700589477
203	0.9699813472
204	0.9699020004
205	0.9698252382
206	0.9697445637
207	0.9696627607
208	0.9695826529
209	0.9695027706
210	0.9694239649
211	0.9693467393
212	0.9692732221
213	0.9691956749
214	0.9691157993
215	0.9690380073
216	0.9689617572
217	0.9688861979
218	0.9688114457
219	0.9687336679
220	0.968655032
221	0.9685749183
222	0.9684943333
223	0.9684173433
224	0.9683435619
225	0.968265088
226	0.9681927284
227	0.9681173028
228	0.9680402828
229	0.967966744
230	0.9678891308
231	0.9678132552
232	0.9677355135
233	0.9676596259
234	0.9675851278
235	0.9675119808
236	0.9674376652
237	0.9673645845
238	0.9672918861
239	0.9672227109
240	0.9671490711
241	0.9670779853
242	0.9670069331
243	0.966937272
244	0.9668639596
245	0.9667913011
246	0.9667162318
247	0.9666443382
248	0.9665694514
249	0.9664937827
250	0.9664254042
251	0.9663562446
252	0.9662839749
253	0.9662112728
254	0.966142486
255	0.966072685
256	0.9660004329
257	0.9659300392
258	0.9658613101
259	0.9657865956
260	0.9657174679
261	0.9656441017
262	0.9655727498
263	0.9654999553
264	0.9654319337
265	0.9653641016
266	0.9652930009
267	0.9652249259
268	0.9651596439
269	0.9650896941
270	0.9650201667
271	0.9649509841
272	0.9648844786
273	0.9648153641
274	0.9647437176
275	0.9646752539
276	0.9646097014
277	0.9645451167
278	0.9644744612
279	0.9644052394
280	0.9643364794
281	0.9642698927
282	0.9642001895
283	0.9641314149
284	0.9640653586
285	0.9639932673
286	0.9639235441
287	0.9638583297
288	0.9637954846
289	0.9637329857
290	0.9636659292
291	0.9635992961
292	0.9635324248
293	0.9634654711
294	0.9633975005
295	0.9633353262
296	0.9632684756
297	0.9632048132
298	0.9631388492
299	0.9630721797
300	0.9630023508
301	0.962935516
302	0.9628663784
303	0.9628011313
304	0.9627324905
305	0.9626644682
306	0.9625987398
307	0.9625333577
308	0.9624696078
309	0.9624074515
310	0.96233812
311	0.9622726812
312	0.9622066143
313	0.9621416343
314	0.9620782093
315	0.9620127528
316	0.9619471359
317	0.961879214
318	0.9618120672
319	0.9617492054
320	0.9616850915
321	0.9616185942
322	0.9615526774
323	0.9614936604
324	0.9614299196
325	0.961361415
326	0.961301645
327	0.961239257
328	0.9611768651
329	0.9611163031
330	0.9610532398
331	0.9609902893
332	0.9609308475
333	0.9608656251
334	0.9608035602
335	0.9607384073
336	0.9606773492
337	0.9606174976
338	0.9605540501
339	0.9604882164
340	0.9604290168
341	0.9603660645
342	0.9602991634
343	0.9602389367
344	0.9601755032
345	0.9601112842
346	0.9600488971
347	0.9599901002
348	0.9599268847
349	0.9598613206
350	0.9597948923
351	0.9597320938
352	0.9596696039
353	0.9596074616
354	0.9595462143
355	0.9594872694
356	0.9594227307
357	0.9593583831
358	0.9592952824
359	0.9592371431
360	0.9591703588
361	0.9591091227
362	0.9590441284
363	0.9589825713
364	0.9589190156
365	0.9588576852
366	0.958799715
367	0.9587348562
368	0.9586710885
369	0.9586066513
370	0.9585440489
371	0.9584859423
372	0.9584236842
373	0.9583648659
374	0.9583065528
375	0.958243735
376	0.9581834574
377	0.9581239981
378	0.9580673145
379	0.9580028367
380	0.957937924
381	0.9578788018
382	0.9578192452
383	0.9577679476
384	0.9577036063
385	0.9576425114
386	0.957581021
387	0.9575199574
388	0.957460261
389	0.9574031464
390	0.9573401126
391	0.9572809927
392	0.9572288042
393	0.9571651712
394	0.9571047081
395	0.9570414196
396	0.9569813014
397	0.9569254516
398	0.9568641894
399	0.9568053537
400	0.9567476903
401	0.9566886514
402	0.9566246296
403	0.9565631521
404	0.9565039449
405	0.9564445772
406	0.9563858725
407	0.9563281055
408	0.9562713939
409	0.9562143259
410	0.9561550579
411	0.9560939817
412	0.956032274
413	0.9559706407
414	0.9559133193
415	0.9558525809
416	0.9557928588
417	0.9557333292
418	0.9556748163
419	0.9556178697
420	0.9555644914
421	0.9555013364
422	0.9554414353
423	0.9553869872
424	0.9553300235
425	0.9552729778
426	0.9552126698
427	0.9551581694
428	0.9550991893
429	0.9550398521
430	0.9549797257
431	0.9549185744
432	0.9548587546
433	0.954802977
434	0.9547453106
435	0.9546856371
436	0.9546270207
437	0.9545713081
438	0.9545114666
439	0.9544542934
440	0.9543966059
441	0.9543386398
442	0.954280513
443	0.9542201423
444	0.9541618117
445	0.9541022983
446	0.9540418376
447	0.9539879387
448	0.9539306948
449	0.9538797386
450	0.9538206794
451	0.9537640153
452	0.9537067973
453	0.9536465476
454	0.9535885359
455	0.9535302454
456	0.9534803298
457	0.9534225833
458	0.9533688855
459	0.9533118798
460	0.9532520379
461	0.9531926644
462	0.9531378911
463	0.9530811865
464	0.9530257378
465	0.9529655237
466	0.9529063291
467	0.9528478787
468	0.9527922984
469	0.9527331718
470	0.9526735297
471	0.9526209708
472	0.9525661646
473	0.9525048583
474	0.9524446507
475	0.9523858176
476	0.9523304859
477	0.9522743633
478	0.9522183162
479	0.9521610053
480	0.9521018002
481	0.9520431822
482	0.9519871215
483	0.9519252263
484	0.9518733353
485	0.9518223477
486	0.9517719879
487	0.9517165811
488	0.9516636146
489	0.951608241
490	0.9515469124
491	0.9514906648
492	0.9514353599
493	0.9513785143
494	0.9513230058
495	0.9512672969
496	0.9512157643
497	0.9511568551
498	0.9510985339
499	0.9510411555
500	0.9509854695
501	0.9509306086
502	0.9508776377
503	0.950820246
504	0.950763127
505	0.9507103835
506	0.950654402
507	0.950594669
508	0.9505413243
509	0.950486122
510	0.9504303246
511	0.9503798516
512	0.950332099
513	0.9502769241
514	0.9502252193
515	0.9501715381
516	0.9501212882
517	0.9500659825
518	0.9500118975
519	0.9499525584
520	0.9498985064
521	0.9498422402
522	0.9497875896
523	0.9497314747
524	0.949675475
525	0.9496181686
526	0.9495611353
527	0.9495053625
528	0.9494474138
529	0.9493912788
530	0.9493356541
531	0.9492843722
532	0.9492282276
533	0.9491712893
534	0.9491194058
535	0.9490591019
536	0.9490016003
537	0.9489525531
538	0.9488985232
539	0.9488463481
540	0.9487912844
541	0.9487355059
542	0.948677352
543	0.9486223576
544	0.9485725791
545	0.9485148107
546	0.9484606768
547	0.9484020316
548	0.948351411
549	0.948294697
550	0.9482402341
551	0.9481912267
552	0.9481327626
553	0.9480793585
554	0.9480316087
555	0.9479755481
556	0.9479215417
557	0.947871489
558	0.947815419
559	0.9477596622
560	0.9477089678
561	0.9476519779
562	0.9475952616
563	0.9475394523
564	0.9474854605
565	0.947445519
566	0.9473933034
567	0.9473372446
568	0.9472850231
569	0.9472285619
570	0.9471802545
571	0.9471300835
572	0.9470786426
573	0.9470292186
574	0.9469722274
575	0.9469154703
576	0.9468630671
577	0.9468130773
578	0.9467562315
579	0.9467022744
580	0.9466497008
581	0.946595381
582	0.9465403448
583	0.9464866924
584	0.9464348995
585	0.9463785462
586	0.9463265888
587	0.9462711803
588	0.9462179089
589	0.9461632076
590	0.9461083841
591	0.9460574823
592	0.9460035249
593	0.9459547585
594	0.9459050379
595	0.9458514684
596	0.9457988475
597	0.9457448358
598	0.9456937954
599	0.9456389844
600	0.9455898025
601	0.9455332402
602	0.9454797289
603	0.9454239137
604	0.9453758712
605	0.9453193357
606	0.9452687088
607	0.9452201822
608	0.9451692325
609	0.945116415
610	0.9450649438
611	0.9450100169
612	0.9449643347
613	0.9449091639
614	0.9448651837
615	0.9448134209
616	0.9447584397
617	0.9447088547
618	0.9446516441
619	0.9445980829
620	0.9445447569
621	0.944494565
622	0.9444415906
623	0.9443880969
624	0.944333369
625	0.9442800678
626	0.944221997
627	0.9441722249
628	0.9441133927
629	0.9440709645
630	0.9440191185
631	0.9439679451
632	0.9439211794
633	0.9438669807
634	0.943812461
635	0.943759329
636	0.9437032929
637	0.943646538
638	0.9435945096
639	0.9435466919
640	0.9434972817
641	0.9434461595
642	0.9433945177
643	0.9433418393
644	0.9432890387
645	0.9432388993
646	0.9431825141
647	0.943130659
648	0.9430789601
649	0.9430252698
650	0.9429771051
651	0.9429306084
652	0.9428789781
653	0.9428240433
654	0.9427708954
655	0.9427194553
656	0.9426679726
657	0.9426162882
658	0.9425600249
659	0.9425059071
660	0.9424513086
661	0.942397702
662	0.9423477141
663	0.942294022
664	0.942240088
665	0.9421870664
666	0.9421374256
667	0.9420877026
668	0.942032642
669	0.9419790115
670	0.9419258956
671	0.9418722989
672	0.9418207699
673	0.9417731807
674	0.9417200134
675	0.9416636567
676	0.9416135901
677	0.9415600552
678	0.9415101424
679	0.9414625774
680	0.9414093128
681	0.9413583561
682	0.9413063607
683	0.9412542428
684	0.941201086
685	0.9411488827
686	0.9410958793
687	0.9410439092
688	0.9409898238
689	0.9409586147
690	0.9409086301
691	0.9408544173
692	0.9408018359
693	0.940757863
694	0.940705037
695	0.9406526466
696	0.9406023268
697	0.9405488141
698	0.9404927462
699	0.9404531058
700	0.9404003823
701	0.9403484536
702	0.9403013084
703	0.940253762
704	0.9402119176
705	0.9401584625
706	0.9401079167
707	0.9400606398
708	0.9400087322
709	0.9399552655
710	0.9399034319
711	0.9398568231
712	0.9398028689
713	0.9397525834
714	0.9397070048
715	0.9396570335
716	0.9396029082
717	0.9395509353
718	0.9394995984
719	0.9394502149
720	0.939395359
721	0.9393463293
722	0.9392872747
723	0.9392380797
724	0.9391863263
725	0.9391343304
726	0.9390820521
727	0.9390304898
728	0.9389770473
729	0.9389359848
730	0.9388884492
731	0.9388369561
732	0.9387813852
733	0.9387261706
734	0.9386696342
735	0.9386273595
736	0.9385796884
737	0.9385314952
738	0.9384798627
739	0.938427508
740	0.9383737514
741	0.9383250281
742	0.9382734642
743	0.9382240161
744	0.938175325
745	0.9381266713
746	0.9380752165
747	0.9380254381
748	0.9379751372
749	0.9379259133
750	0.9378744474
751	0.9378240585
752	0.9377737469
753	0.9377243924
754	0.9376793153
755	0.9376319559
756	0.9375818739
757	0.9375349897
758	0.9374904235
759	0.9374390137
760	0.9373931626
761	0.9373387065
762	0.9372858078
763	0.9372352672
764	0.9371841635
765	0.9371318965
766	0.9370840292
767	0.9370288346
768	0.9369962527
769	0.9369425341
770	0.936892095
771	0.9368417334
772	0.9368014581
773	0.9367472879
774	0.9366947562
775	0.93665011
776	0.9365982136
777	0.9365493178
778	0.9364996986
779	0.9364488352
780	0.9363956058
781	0.9363458183
782	0.9362912612
783	0.9362393449
784	0.9361873456
785	0.9361352232
786	0.936088547
787	0.9360358982
788	0.9359850497
789	0.9359336373
790	0.935884787
791	0.935829682
792	0.9357785016
793	0.9357301242
794	0.9356757717
795	0.9356231799
796	0.9355702243
797	0.9355170252
798	0.9354641437
799	0.9354116603
800	0.9353677548
801	0.9353183536
802	0.9352734011
803	0.9352183002
804	0.9351670462
805	0.935119319
806	0.9350706266
807	0.935016316
808	0.934960157
809	0.9349076453
810	0.934860306
811	0.9348083503
812	0.9347599628
813	0.9347077207
814	0.9346568801
815	0.9346096084
816	0.9345612507
817	0.9345086362
818	0.9344592298
819	0.9344153999
820	0.9343643428
821	0.9343143667
822	0.9342668367
823	0.9342171766
824	0.9341642216
825	0.9341116249
826	0.9340668151
827	0.9340169034
828	0.9339684748
829	0.9339179555
830	0.9338716504
831	0.9338183545
832	0.9337689115
833	0.9337191847
834	0.9336700176
835	0.9336194821
836	0.9335718766
837	0.9335259159
838	0.9334739262
839	0.933424023
840	0.933372349
841	0.9333265392
842	0.9332794814
843	0.9332270359
844	0.9331737032
845	0.9331228594
846	0.9330738619
847	0.9330231333
848	0.9329743316
849	0.9329213061
850	0.9328698455
851	0.9328195883
852	0.9327688861
853	0.9327218001
854	0.9326712534
855	0.9326185324
856	0.9325672964
857	0.9325141271
858	0.9324632876
859	0.9324124454
860	0.9323667895
861	0.9323168673
862	0.9322667412
863	0.9322169745
864	0.9321688548
865	0.9321188012
866	0.9320718031
867	0.9320199335
868	0.931965928
869	0.9319168697
870	0.9318699017
871	0.9318384274
872	0.9317890403
873	0.9317410193
874	0.9316918283
875	0.9316381662
876	0.931591627
877	0.9315470985
878	0.9315032122
879	0.9314512303
880	0.9314002523
881	0.9313506809
882	0.9313002209
883	0.9312540676
884	0.931201951
885	0.9311534969
886	0.931112613
887	0.9310637514
888	0.9310135176
889	0.9309638853
890	0.9309114705
891	0.9308639682
892	0.9308152951
893	0.9307706086
894	0.9307226962
895	0.9306708723
896	0.9306230353
897	0.9305724956
898	0.9305227995
899	0.9304802756
900	0.9304300102
901	0.9303803066
902	0.9303318903
903	0.9302836327
904	0.9302477907
905	0.9301946501
906	0.9301436838
907	0.9300944084
908	0.9300425495
909	0.9299949625
910	0.9299424124
911	0.9298960303
912	0.9298486375
913	0.9297953127
914	0.929744849
915	0.9296963996
916	0.9296575092
917	0.9296065942
918	0.9295560798
919	0.9295063294
920	0.9294571816
921	0.9294064171
922	0.929359645
923	0.9293129513
924	0.9292687173
925	0.9292201624
926	0.9291710398
927	0.929119089
928	0.9290706877
929	0.9290240602
930	0.9289750484
931	0.9289240556
932	0.9288754019
933	0.9288307433
934	0.9287841037
935	0.9287323332
936	0.9286816098
937	0.9286348416
938	0.9285897675
939	0.9285406115
940	0.9284877771
941	0.9284407568
942	0.9283903811
943	0.9283430326
944	0.9282948333
945	0.9282450153
946	0.9281953158
947	0.9281462198
948	0.9281028596
949	0.9280516169
950	0.9280051403
951	0.927957368
952	0.9279090678
953	0.9278604822
954	0.9278100345
955	0.9277670224
956	0.9277287788
957	0.9276805071
958	0.9276325969
959	0.9275879592
960	0.927537335
961	0.9274881233
962	0.9274393134
963	0.9273890854
964	0.9273404321
965	0.9272898752
966	0.9272464749
967	0.9272006052
968	0.9271549355
969	0.9271048539
970	0.9270575612
971	0.9270119653
972	0.9269626044
973	0.926914657
974	0.9268672331
975	0.9268188357
976	0.9267694644
977	0.9267209404
978	0.9266759756
979	0.9266279729
980	0.9265771747
981	0.926529005
982	0.9264748414
983	0.926424966
984	0.9263805536
985	0.9263447225
986	0.926295164
987	0.926244874
988	0.9261970514
989	0.9261490644
990	0.926099131
991	0.9260521514
992	0.9260005521
993	0.9259565244
994	0.9259078363
995	0.9258575252
996	0.9258105334
997	0.9257639038
998	0.9257173934
999	0.9256699892
